filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,label
blues.00077.wav,661500,0.40887603,0.08343806,0.24310125,0.0051003383,2206.7704721917903,184222.90020784287,2191.456936364498,75526.38920613482,4657.321837812016,1090753.1834117917,0.11152578064531733,0.00114567753889385,2.045011e-05,0.026008261,0.00024677388,0.018000055,[99.38401442],-29.039146,1956.2666,104.53733,307.20517,-30.978956,308.0738,38.15443,109.175575,-7.991592,133.59311,30.89167,96.44126,-20.596235,98.71919,25.83078,69.86037,-12.959671,84.36275,16.941612,53.484295,-12.263682,58.6692,10.786708,37.430557,-10.564546,46.05707,blues
blues.00096.wav,661500,0.26061335,0.09185644,0.05132765,0.00085446984,1132.5184226709684,319268.8693556502,1582.765487529276,151549.7669094293,2066.2458390274282,1738502.1707307585,0.048313766810178016,0.0012663996468785157,-2.9312007e-05,0.0027986348,-0.00012360996,0.00025662043,[143.5546875],-314.58218,5282.75,139.91444,680.62115,11.862519,527.5572,30.102106,488.07062,-7.539034,264.8348,14.907039,214.60223,-2.6808977,174.27458,6.701543,114.68172,-6.395508,133.35545,2.8176126,86.16358,-11.706481,139.77411,2.0630274,147.38675,-11.438628,85.398994,blues
blues.00021.wav,661500,0.3211421,0.10328489,0.101118095,0.00323196,1046.7275070203577,291681.5075579628,1480.5791610107556,70101.96387542863,1831.1222607875386,1349312.3117367646,0.04793735185274768,0.002331948338808487,-7.1936042e-06,0.008324291,-7.78296e-05,0.002212396,[99.38401442],-264.67847,6345.583,138.85835,1002.2856,11.156029,1284.3698,48.538254,371.27933,14.895931,248.24472,20.584362,130.10916,3.2051477,120.05551,1.2625835,104.49103,-15.847018,95.40044,15.986573,85.1911,3.361675,79.19172,-1.5137436,71.9262,1.8921571,70.07036,blues
blues.00025.wav,661500,0.29098073,0.09107312,0.089179605,0.0031165641,1109.721378629315,138691.39699615442,1463.539070397656,37834.7185656505,2243.744765715702,838855.8213959961,0.05172493288022446,0.0013392907439446057,-6.9095377e-06,0.0067550624,-4.6244663e-06,0.0017124073,[92.28515625],-249.2894,3981.3381,130.98703,338.3749,0.67739195,1580.2117,66.68578,298.5728,17.897808,183.48572,4.6237345,173.33118,6.598311,96.449615,1.2490478,98.33234,1.4163913,75.744415,-1.5791433,91.78508,-0.96266246,101.23713,-3.5719957,85.18161,-2.9279819,86.335335,blues
blues.00047.wav,661500,0.33643755,0.08614095,0.11219596,0.00052836334,2013.364449506875,162615.20279879044,2310.256346927857,44027.50398651688,4849.570675309597,580729.7645696704,0.07534497145897832,0.0008400624428347161,-0.0037515701,0.008904793,-0.0030198076,0.001533653,[151.99908088],-149.97589,1105.4325,93.640755,194.33978,6.336245,172.50552,71.51115,97.46409,-8.113177,96.58957,36.21202,38.98628,-9.784972,51.229095,17.641598,66.061226,-21.119005,55.372776,-0.12590423,64.48192,-22.20099,40.765762,5.4356627,35.06025,-7.467778,42.093292,blues
blues.00083.wav,661500,0.4273561,0.080111794,0.25118035,0.0034721452,2314.8192389666888,143936.89150360532,2261.702666159041,30976.81231798966,5036.269546367066,444741.24751589226,0.11795053393479102,0.0013108083563003424,4.2626943e-06,0.031315863,-0.0007667337,0.014424483,[135.99917763],-19.89355,973.60645,98.89589,152.57466,-24.47666,181.62439,49.585854,58.369835,-16.200876,50.93603,30.19781,58.565674,-18.029512,55.063057,27.554832,33.80203,-11.405636,57.472126,14.877994,43.94177,-8.908682,39.291027,11.671263,41.072613,-10.886021,56.395752,blues
blues.00085.wav,661500,0.31538674,0.09197157,0.15017585,0.003581862,1312.3500760815823,407444.26997565955,1674.1613162853585,185487.52030887507,2637.734049983069,2068789.0763886624,0.059416496347716716,0.0016710870385353946,-8.252346e-06,0.017839324,-0.000112506605,0.0028062037,[143.5546875],-180.14876,4540.2935,131.41078,1279.0623,0.5733375,584.78064,43.165672,260.7814,14.135558,191.359,25.621378,301.5967,-5.315873,202.31529,12.0343275,109.16789,-13.538714,143.71721,-1.0941228,97.76843,-7.614391,116.96436,2.7180738,108.22296,0.7742726,85.10337,blues
blues.00084.wav,661500,0.39630073,0.08521089,0.23509325,0.007106183,2061.202741434345,229441.4824563835,2085.186746503955,81887.51077491518,4221.307807662539,1228498.4939415485,0.11339689555921052,0.0015504241222781274,5.709917e-06,0.029018924,0.00048641695,0.016373683,[112.34714674],-38.994843,3891.591,112.03825,433.5062,-31.817707,178.39978,38.240677,86.91246,-6.3206687,143.9651,23.330563,60.72584,-18.778877,73.52581,23.932186,60.91615,-10.934215,47.895035,13.2348585,41.028656,-14.38119,51.634277,13.326929,44.585815,-10.921999,53.33233,blues
blues.00080.wav,661500,0.36825618,0.08793531,0.24234188,0.007522251,1827.1513096464714,155445.11837353988,1898.4550593881818,55193.081279288686,3743.635696080447,769949.5641763809,0.09403873597136223,0.0012045563970391256,2.8947808e-05,0.03488193,0.00035874007,0.014054774,[117.45383523],-54.747242,2271.7803,119.48588,398.2615,-34.86474,246.39479,37.537148,185.61368,-15.886233,157.55302,22.081097,112.45841,-14.668315,207.73389,18.534313,95.06527,-9.643757,124.481735,11.258853,77.08697,-11.732051,75.812706,11.539119,55.87313,-6.4307184,72.894165,blues
blues.00042.wav,661500,0.37768537,0.09247939,0.11095126,0.0005276601,2302.0756478879343,204961.9778949549,2367.7204426147664,47275.65987066962,5188.535292303599,562439.341325269,0.09786448759191177,0.0018251761590559567,-0.0031317163,0.008448266,-0.003696778,0.0019656995,[89.10290948],-159.56772,2440.647,69.78482,240.24893,-4.3918777,515.48236,76.85114,111.58429,3.9159114,118.92935,45.167534,41.016235,-4.8673506,58.172165,32.200512,45.09851,-9.796338,68.40438,7.812509,67.000465,-21.826963,72.3941,9.682437,40.613186,-2.5915868,79.546074,blues
blues.00067.wav,661500,0.33793774,0.0863396,0.12903935,0.0005597302,2258.530501284298,219157.6953288957,2175.8838042087823,55815.99004836205,4755.35457835478,691176.8974593387,0.11276500217685759,0.001703399209712295,-5.045206e-05,0.008282489,-0.000576185,0.004081631,[161.49902344],-95.46325,935.6232,101.38038,365.8444,-20.697004,346.78528,48.66807,176.33159,-30.27181,139.8549,20.812761,85.49311,-18.313585,240.91286,14.14687,62.26756,-12.79889,79.733315,13.44428,56.541374,-14.0782,105.78708,7.7326555,73.01168,-19.232273,59.21129,blues
blues.00048.wav,661500,0.37941048,0.08355744,0.12392563,0.00091933145,2148.749819335174,166089.15574876973,2204.3524129166544,80007.50401314365,4673.621739248742,820570.9153765374,0.09881232766544118,0.001307991703901324,-0.0028234648,0.007545199,-0.0038703887,0.0038990679,[123.046875],-106.34815,1514.8802,102.64147,266.90253,-20.172256,370.83093,59.37521,123.923325,-9.967276,130.11967,33.70612,59.62218,-14.182173,117.847404,23.516733,93.70679,-13.329083,62.068233,16.026068,78.582535,-18.923176,61.970963,7.831765,68.95922,-7.800382,50.654133,blues
blues.00066.wav,661500,0.3748415,0.08879571,0.11046952,0.00070343027,2340.3362115325717,347532.02343602874,2256.322435520963,45455.505418677036,4972.26993336397,734475.3313183438,0.1217751517753483,0.00400132012698725,4.0369673e-06,0.0055265706,-5.1354422e-05,0.0034506202,[161.49902344],-116.546364,1589.7715,97.444626,505.1731,-13.895614,291.69876,48.974857,154.74753,-22.594566,162.44969,27.76544,79.289894,-20.240068,186.21909,18.63935,66.030785,-14.6516695,73.89131,8.481434,51.402233,-16.655897,69.90371,11.001678,82.738556,-13.869425,74.52143,blues
blues.00055.wav,661500,0.4328375,0.08770637,0.15775262,0.004299591,2032.120014161525,191062.76565371713,1976.2784101797834,79134.32926329617,4023.509003724845,772719.8726868154,0.11316673822078173,0.0025275336589611124,-2.44517e-06,0.009947254,-1.4781361e-05,0.010516613,[135.99917763],-98.69757,3334.2988,104.80118,339.91693,-35.10867,349.29285,60.695045,284.709,-2.8393264,155.06424,22.231003,125.8831,-7.8374553,108.23824,19.030722,104.4547,-11.578802,51.367313,17.021759,105.14211,-5.387351,57.83574,12.199111,67.97629,-9.960819,58.17576,blues
blues.00056.wav,661500,0.39237878,0.09008275,0.13766219,0.0032616032,1810.9603368829585,347212.1841138469,2052.0430152756694,119815.11225129798,3927.2429191660217,1516177.2714892754,0.07547951335139319,0.0016985637675508208,-1.2941786e-07,0.012994228,-2.847098e-05,0.0050948714,[161.49902344],-145.42918,4627.495,102.859566,531.2837,-12.542129,354.31442,56.96205,279.06427,2.2472663,260.69513,26.60704,190.6301,-4.267031,191.07733,17.337631,108.22288,-7.9970326,80.36071,15.232125,82.48638,-6.9374757,48.20807,7.460382,104.10785,-10.468324,49.808323,blues
blues.00070.wav,661500,0.3226874,0.09194782,0.10612649,0.0011065213,2159.5483196611644,329100.55035651784,2130.34934530605,68611.36864434945,4685.038336880805,1074781.2235173327,0.0983489895752709,0.0017462419774728415,2.9587763e-05,0.0062197745,0.00030546746,0.002966307,[143.5546875],-133.0444,1943.6204,105.72739,800.4654,-22.146265,316.05423,41.81865,143.67096,-26.996668,155.07011,19.124523,88.24782,-26.56932,223.8727,19.24604,94.774055,-15.334524,91.896935,6.989654,72.62805,-10.818551,98.95881,6.7937427,69.71685,-11.729828,71.37013,blues
blues.00079.wav,661500,0.42153448,0.07873231,0.2707483,0.0018969723,2443.2389164951205,130582.5222108038,2358.384491758394,31657.55817876005,5267.559814453125,414812.7802275698,0.12473545133513932,0.001185921460673177,1.7485101e-05,0.04007728,-2.2054588e-05,0.012194998,[78.30255682],-3.559071,1020.6434,92.9278,171.49612,-25.118544,148.00334,45.187214,65.70569,-10.871894,70.28931,31.862423,42.49345,-18.057922,72.84971,28.628012,48.181896,-10.234053,59.057217,14.673487,41.789814,-14.906988,30.210163,14.751648,28.555014,-15.609783,40.881348,blues
blues.00087.wav,661500,0.33674198,0.09468477,0.15801172,0.0027178759,1441.9992540972155,387323.6112151488,1870.2391907800102,146888.71117826918,3083.26468925358,2196577.300392619,0.050889337025928794,0.0011554584950490036,2.2545908e-06,0.018143136,-8.0534686e-05,0.0035574907,[172.265625],-155.51653,3074.9382,125.655754,802.1496,1.5753258,493.72577,45.82987,354.1429,0.9089981,262.17404,25.39124,157.6518,-10.81349,240.34264,15.574146,130.20956,-11.929204,161.72235,1.2717756,109.13393,-6.661501,106.97066,-0.7791271,111.8459,-7.7492228,74.21239,blues
blues.00088.wav,661500,0.37787387,0.09277145,0.14201057,0.0034783166,1006.8779768813248,136346.71716981888,1530.6145862499275,150837.11815478548,2075.0707856641834,1015400.7869280343,0.03206556574109907,0.0001747131234536028,-8.554374e-06,0.01615971,-0.00011727287,0.0019000493,[172.265625],-194.27953,3236.5398,151.85118,567.7128,-1.1928859,204.9583,39.1946,127.98243,16.582487,181.01357,18.252386,96.78706,-1.39916,119.91943,14.877709,52.516773,-11.616781,79.61099,2.448876,90.05843,-5.079173,74.02405,3.9416006,68.49764,-0.90378374,63.16123,blues
blues.00039.wav,661500,0.25535825,0.09715161,0.08583747,0.0026307635,1151.3780299215705,515028.40440935857,1709.3165900923666,330344.45964965934,2312.5276831281444,3922928.103912465,0.03533878857875387,0.0009463243875264594,5.736751e-08,0.009103836,-3.6200092e-06,0.00030590885,[117.45383523],-301.70715,5068.05,111.53472,594.15186,21.896412,301.87964,16.14818,242.20598,8.196242,284.121,22.085075,138.37794,-8.614953,280.91824,1.4815567,121.00169,-17.084373,113.2061,-8.345811,113.56682,-17.013063,106.542015,-10.575622,89.2679,-15.689096,78.37574,blues
blues.00081.wav,661500,0.38028282,0.08071618,0.24817622,0.0054094535,2116.8942510812694,95055.25458574753,1956.5811797368515,44940.602675073445,4195.97462751548,437417.0733149411,0.12727247303115324,0.0007274682951916865,-2.3982027e-06,0.033081807,-4.678683e-05,0.012664154,[103.359375],-26.955238,4597.1016,107.34024,436.72604,-46.812206,199.9837,40.932655,239.96632,-21.469862,73.19102,24.816854,55.24682,-18.9477,81.02325,15.260987,70.58342,-15.0442505,60.67105,12.270949,59.370865,-15.239539,41.50177,14.331287,69.03474,-13.830045,43.243313,blues
blues.00093.wav,661500,0.3777357,0.09639132,0.06589097,0.0018041469,570.1506880585581,104951.64846181512,995.0934725815811,84457.87010142399,928.8527166880322,500030.400181431,0.021700549051857584,0.00011753311866021876,1.5041383e-06,0.0053190184,-0.00010428553,0.00023675691,[58.72691761],-350.3589,2658.6208,169.54633,622.7366,31.780243,316.8249,16.713753,213.6336,28.661757,188.34326,19.249092,68.67593,7.8467007,40.632214,10.039793,36.6534,4.742697,40.674652,2.9156225,36.656433,3.8965425,46.585884,1.8103495,42.379417,-5.970981,35.502487,blues
blues.00043.wav,661500,0.39904937,0.08515018,0.12724723,0.00131309,2155.6312958781195,188191.45898524445,2372.2914028592495,60254.93272945631,5011.978026587896,938817.6491480147,0.08716538373161764,0.0012250822617520922,-0.0024953363,0.007340504,-0.003988723,0.0046803206,[129.19921875],-109.195,2207.0964,100.62705,230.71622,-8.620549,383.04086,47.36422,83.04544,-6.559236,89.76001,39.620792,92.42932,-8.5239935,91.044876,29.564737,40.96413,-16.583515,58.57641,13.170685,113.58953,-24.20932,41.236347,6.5919027,62.996334,-8.641899,43.376675,blues
blues.00012.wav,661500,0.2693326,0.0939093,0.11902389,0.004056849,1361.1004062354928,257055.09867830525,1567.6007717770153,44930.8999666135,2739.791766187355,952584.560432031,0.06912392064144737,0.002381275203555497,-3.1577335e-06,0.012537252,-5.9395512e-05,0.002633793,[184.5703125],-207.20874,4578.1465,132.79709,665.349,-15.460705,935.9241,60.994865,330.6001,0.71024305,314.05124,12.461278,101.19101,1.1609293,108.01186,-1.5278959,111.69128,-17.901815,96.419975,8.369233,94.78235,-2.4538174,139.7199,-0.59669,92.63354,0.36881763,86.18086,blues
blues.00008.wav,661500,0.40899816,0.086519666,0.14236063,0.0015028988,1719.2739373344168,163389.6533189732,2031.6873439502422,105613.2042500403,3781.5188003398316,1262995.5252842957,0.06402757957623839,0.0007318890633277895,5.9061637e-07,0.012712171,-1.7643533e-05,0.0034638145,[83.35433468],-121.387115,2621.6414,122.505394,414.7292,-14.739392,341.39172,46.135296,193.81635,-8.160383,176.72322,20.17051,106.990974,-19.16932,57.671753,23.050188,76.91383,-11.825938,42.480633,21.17341,58.431217,-6.7202907,48.960144,7.0050173,56.246365,-12.739909,61.896465,blues
blues.00076.wav,661500,0.36558747,0.0879411,0.2189702,0.0046439376,2645.5300364910313,186385.1907929298,2426.0057919712367,50776.46237451429,5611.974398491921,580016.7450677594,0.1364685625483746,0.002664558806629296,-0.011286682,0.035085272,-0.006415947,0.007280923,[117.45383523],-52.701164,1344.4119,74.455414,222.23785,-18.715458,219.27394,56.307217,112.86574,-3.959326,128.183,31.987156,101.37076,-16.45779,138.89774,22.41769,80.13587,-12.262029,66.50578,27.228352,65.77442,-9.233885,83.326195,7.8071017,51.72937,-10.567175,59.158535,blues
blues.00003.wav,661500,0.40484834,0.09401797,0.14113921,0.006339857,1070.1100585189854,184506.65547626445,1596.244204184935,166637.5683581268,2185.0617872303114,1494194.063112875,0.03330894446594427,0.0004230743810646026,3.7968648e-06,0.01906335,-1.7887816e-05,0.0027127906,[63.02400915],-199.462,5495.972,150.09474,456.56665,5.649169,257.04724,26.870144,158.1978,1.7554425,267.9022,14.236878,126.882355,-4.8288717,156.06218,9.297849,81.17087,-0.75314105,92.36192,8.147393,71.22307,-3.1952355,110.32543,6.085354,48.18353,-2.476188,56.8134,blues
blues.00014.wav,661500,0.32904086,0.1080476,0.06693625,0.0027087945,1172.2763008557504,147284.8039461874,1705.8583767615448,96366.98167102152,2345.777482071159,877026.8914307908,0.045045834945820436,0.0015610299115303048,-0.000117512434,0.0047170697,-0.00019976645,0.0012004693,[151.99908088],-305.69858,8198.814,113.04164,681.40125,12.114906,1463.6698,45.03944,224.74265,17.739248,249.00215,14.594624,154.7227,4.1571336,157.62413,0.24009341,166.76408,-7.013084,97.56587,13.649842,76.86335,8.92306,89.99379,1.3016882,62.739006,5.9521303,64.35734,blues
blues.00016.wav,661500,0.30829644,0.1003423,0.08141902,0.0026416704,1455.0424713768246,152403.65978993135,1825.9090251785303,116846.1112294237,3009.9651324859715,1011007.1606190647,0.061350725014512386,0.0014195843289450563,-2.477556e-05,0.0045093903,-0.00010908046,0.0024159972,[198.76802885],-233.79492,4961.968,120.66705,562.2369,-3.1675596,1208.0559,39.539272,396.44156,3.8588562,283.72763,18.839672,156.19812,-3.6889164,100.37778,4.4318438,111.574265,-14.975372,101.50376,17.571033,102.17423,1.8447455,108.61665,2.538606,66.41246,-1.238685,65.076614,blues
blues.00054.wav,661500,0.4528756,0.07943641,0.20081738,0.003568349,2030.3725287964605,220951.55077802707,1987.0908589175308,73979.9802300833,4062.6921001233554,847915.4196785846,0.10338599615421827,0.0019154485793310197,1.5638636e-06,0.01667136,-4.3448603e-05,0.012352679,[89.10290948],-58.001106,1746.4431,109.01412,452.53937,-36.218388,304.32922,64.04036,150.64775,1.4301594,179.71603,26.315119,87.46476,-17.48268,150.72118,20.431017,60.36364,-9.543069,58.43697,18.177134,63.372093,-6.0571423,61.426,13.878271,63.67722,-11.297563,42.711304,blues
blues.00029.wav,661500,0.280554,0.1056601,0.124669306,0.0048167133,1649.2877536970097,712532.7955774792,2190.221833503233,185313.2820409663,3761.610587388738,4160715.0657427623,0.05292636174535604,0.0032485986014382977,-1.3794762e-06,0.016770612,-2.3323494e-06,0.0013208728,[129.19921875],-233.75082,3688.173,101.178276,885.6456,17.649769,375.4763,23.733778,219.35909,2.0820346,227.68561,25.941927,135.67427,-16.958849,339.38876,15.098034,113.49168,-22.278715,98.3882,4.395122,122.584015,-23.207403,167.40907,-6.0571766,81.73057,-5.0688567,80.94343,blues
blues.00061.wav,661500,0.45192987,0.07573459,0.14170721,0.00062033755,2503.952796432079,163031.59396206244,2180.283243535687,34054.63101636474,5077.135965920085,397356.23613454256,0.16758439858262383,0.002548715364585769,-0.00024226664,0.010626769,-0.0020674835,0.0037836984,[129.19921875],-82.48589,1041.7225,94.17034,208.28694,-27.139204,165.81393,75.66251,55.360622,-27.52998,67.770485,35.58903,42.32879,-20.298962,49.313232,25.121317,54.663536,-15.379852,47.74416,11.346787,56.46315,-13.402287,54.86922,8.153382,50.09228,-8.504349,64.67921,blues
blues.00082.wav,661500,0.3388864,0.08661681,0.25125322,0.0037427805,2141.332015271235,127421.76192324384,2167.7740825306,74600.62933616471,4627.63035068571,972496.3818454052,0.10515129160216719,0.000643863742559879,-4.939874e-06,0.033681773,-0.00027770575,0.014521412,[123.046875],-29.400257,1406.9937,108.69148,254.51268,-25.5899,268.19864,38.440144,154.75989,-18.353867,203.77939,21.7857,97.36749,-25.172714,99.98675,22.406967,62.850365,-17.606058,83.95221,14.675621,88.97707,-12.086358,61.486855,5.46219,64.140526,-7.70603,64.24386,blues
blues.00017.wav,661500,0.30223948,0.09343901,0.09325911,0.0021518227,1088.7781161784512,231785.62640585098,1410.8359525015335,69785.77652661936,2134.7537581027477,1081844.543650769,0.04832397083010836,0.0008456542090873088,-1.1252707e-05,0.0067682927,-7.804601e-05,0.0015242349,[172.265625],-245.75414,5194.7935,140.48093,800.78485,-2.7714365,795.81573,60.42012,360.80533,18.925404,234.98947,9.837098,99.75719,3.5665793,118.6102,0.5361861,93.12364,-16.36736,129.03685,6.629854,105.27246,7.2691503,96.7404,-4.0157313,71.34584,1.607454,72.96799,blues
blues.00052.wav,661500,0.3390607,0.09552819,0.098878264,0.002997978,1443.2688618053,448746.1022852006,1670.2395750483747,189228.9162332572,3069.306440323868,2083437.980269958,0.06719384916795666,0.0030856698108435387,-2.9066855e-06,0.0065555605,-3.7113125e-05,0.0035272997,[151.99908088],-225.30031,7869.2617,117.64152,671.84784,-14.544604,816.1762,64.80238,174.41331,12.931661,314.75793,19.029236,251.5461,10.688537,196.80533,9.883124,112.85438,-2.3828366,101.673134,11.688008,65.7427,1.5453446,62.260605,3.049367,59.37432,-7.628483,54.68403,blues
blues.00030.wav,661500,0.2631294,0.09437653,0.17003015,0.0031940818,1378.96577648813,551395.1986909788,2003.5852163311854,269771.16076666117,3015.0567683642125,4576870.003627484,0.03937580120452786,0.0009461477223050415,1.6422697e-06,0.027230935,5.386295e-06,0.0015355698,[151.99908088],-206.96808,2024.88,117.792984,763.9999,23.235884,281.3109,28.297827,261.38812,-1.1239139,195.00307,18.862036,161.00209,-21.949682,212.00827,17.849985,137.38489,-25.585644,200.23987,2.1299243,103.03088,-17.794416,72.98915,-8.015904,60.389114,-17.607277,72.86487,blues
