filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,label
blues.00095.wav_seg2,220500,0.39973983,0.08732629,0.19067787,0.0023740134,1285.9139325707263,384141.51191347576,1698.901134347225,149841.87293642198,2475.968632178074,1901087.9498575297,0.05274003951566125,0.0009306107441374209,4.4010665e-07,0.023216434,-9.698123e-05,0.005394312,[135.99917763],blues
blues.00095.wav_seg3,220500,0.34149042,0.09138327,0.19200219,0.002067355,1525.4839608641055,467089.32261721813,1861.6350309402044,136847.7299495474,3112.297266984484,1798354.1389313533,0.06511020881670533,0.001262828252464417,-1.7158989e-05,0.026454384,-0.0001051039,0.0038441329,[135.99917763],blues
blues.00063.wav_seg1,220500,0.33648688,0.08828301,0.09212453,0.0018896576,2948.551584528518,292406.0126537185,2443.1844722866276,64420.04068918765,5780.840682098318,495430.7441469851,0.17073643235208816,0.003228677427975795,-0.00012402372,0.0043526343,-0.0003084526,0.003304338,[92.28515625],blues
blues.00063.wav_seg2,220500,0.32657787,0.08909414,0.09809837,0.0018801586,2781.603429595765,312011.5165301704,2416.3037314244734,59794.02216097849,5613.746023510006,492105.72600005957,0.1500122353538283,0.0031874855650956832,-0.00016257126,0.005508465,-0.00039111156,0.0030129442,[92.28515625],blues
blues.00063.wav_seg3,220500,0.3279197,0.0914777,0.09831517,0.0014262581,2787.9348954429306,245761.21790685953,2473.3636197909127,43463.879990097426,5740.397229825261,417704.6961259065,0.14165027733468677,0.0023973971176461653,-0.00016997378,0.0064576184,-0.0004539635,0.0022799782,[92.28515625],blues
blues.00094.wav_seg1,220500,0.37891608,0.089615434,0.14865436,0.0049219816,1759.7365789173145,488393.2950449876,1955.1860312645877,154107.67506490237,3743.979526174594,2261487.2612001156,0.08961037195475638,0.0035910703414572085,5.3052404e-06,0.019659474,-0.00012121165,0.00256834,[103.359375],blues
blues.00094.wav_seg2,220500,0.3768688,0.097422756,0.13182317,0.006223572,1002.0549903744499,380804.4620762467,1512.6898356803422,208875.17906164934,1916.255234012471,2049441.5919508995,0.033962170098607886,0.001180951096716997,1.406385e-05,0.017134478,-0.00011343941,0.0021076456,[103.359375],blues
blues.00094.wav_seg3,220500,0.37352487,0.10098099,0.14191788,0.0048061516,961.0041623675756,303215.329024529,1520.569960311838,206013.47275129717,1903.8399185216067,1908031.2309844126,0.02896153567285383,0.0004733359534984783,-2.4311463e-05,0.018503182,-9.598352e-05,0.002118319,[103.359375],blues
blues.00059.wav_seg1,220500,0.40628955,0.082422085,0.16862303,0.0038179057,2273.599148028909,189101.87350602332,2071.002491655492,27821.086171643234,4333.594599677349,401947.0852661547,0.16046439965197215,0.003841976745160423,4.5047056e-08,0.012019465,-6.582879e-05,0.010772709,[107.66601562],blues
blues.00059.wav_seg2,220500,0.3922315,0.08633571,0.17005108,0.003781352,2333.4059782286754,211224.8938554276,2068.3521124616186,25164.840540023328,4406.0630709831785,419262.85056555993,0.16649371012180975,0.004029325328163628,7.0528617e-06,0.011985344,-2.0390076e-05,0.010977096,[107.66601562],blues
blues.00059.wav_seg3,220500,0.42483792,0.08761532,0.17082126,0.0051301057,2101.1454110364366,289307.308044747,2160.89602133866,93901.45558076307,4427.821098734774,1338252.410568626,0.09879708345417633,0.0018520732590313845,3.1350994e-06,0.011690622,-4.7214307e-05,0.011510243,[107.66601562],blues
blues.00006.wav_seg1,220500,0.27131638,0.095624544,0.112047695,0.006732358,1251.219719676047,408153.033621057,1290.659686114077,170397.22188650552,2480.864812935035,1555171.596224813,0.055076085774361946,0.0012329183612138648,-1.5529375e-05,0.012546413,-3.0271802e-05,0.003279584,[69.83741554],blues
blues.00006.wav_seg2,220500,0.2865894,0.09684176,0.14749785,0.008119623,1607.9056185354493,578695.0275487723,1485.9784188494514,242721.09031392602,3082.02088393634,2154083.0830621873,0.07870617930684455,0.002538822863921724,-3.2832077e-06,0.016073806,-2.232746e-05,0.008043233,[71.77734375],blues
blues.00006.wav_seg3,220500,0.31826937,0.08831836,0.16511996,0.010081066,1516.0329729655098,258397.48239520463,1390.9701107086019,126474.40897346046,2818.5264215668503,974685.9783988976,0.08482952073665893,0.001479087340351803,-2.0832604e-05,0.022096518,-7.7997e-06,0.006727875,[75.99954044],blues
blues.00079.wav_seg1,220500,0.42639518,0.07526273,0.25954336,0.001580439,2476.9814194643636,83986.29483753219,2412.7286205607506,21071.97031125969,5397.664576838022,293315.5638918013,0.124037032337587,0.0007023732047585885,-3.0628737e-05,0.03693893,-7.585079e-05,0.011225179,[78.30255682],blues
blues.00079.wav_seg2,220500,0.39297011,0.08452123,0.27743745,0.002193439,2424.1521104149774,125454.42921392994,2336.18678026614,41510.62328696204,5194.997666219548,463999.8895058522,0.12210656540023201,0.0012002708320716863,4.2227246e-05,0.04414421,0.0004426633,0.012281073,[78.30255682],blues
blues.00079.wav_seg3,220500,0.44351467,0.07418476,0.2744585,0.0017584815,2427.5014611323,180718.83029972692,2326.2957855048276,28015.31306156383,5212.5589676080335,460339.0492262516,0.1272669391676334,0.0016618831387130168,1.4541774e-05,0.039592527,-0.00040666116,0.012945708,[80.74951172],blues
blues.00069.wav_seg1,220500,0.27246803,0.0858378,0.117970265,0.0011741116,2196.217316384782,227150.8180114069,2088.71185772564,33885.17569876118,4604.508274724478,433143.7803598998,0.11699830517691415,0.0026984515114579495,-1.5761801e-05,0.00894809,1.8762223e-06,0.0025351427,[123.046875],blues
blues.00069.wav_seg2,220500,0.29728907,0.08632617,0.11227898,0.0010188578,2407.6757408232534,207862.74175437083,2267.832612680262,34173.13551350427,5157.926583345417,386597.0844996672,0.12539085158062646,0.0019813329824478567,-0.00012418324,0.007754585,-0.00041882115,0.0025845596,[80.74951172],blues
blues.00069.wav_seg3,220500,0.30848446,0.08834764,0.11899775,0.00065920455,2509.434573109977,225023.77310978336,2272.6433572310134,38829.57487702459,5250.379465904148,383974.8894573031,0.1322097955336427,0.002729975337377304,-0.00015673069,0.009205377,-0.00036204085,0.0023388716,[117.45383523],blues
blues.00015.wav_seg1,220500,0.27994347,0.09670699,0.07144401,0.0023689482,1517.7004116072546,260958.14154780924,1809.1097004523742,94577.48565533216,3051.869403458527,657280.6076986768,0.07067956061484919,0.0032658811711904867,-3.5328845e-05,0.0035541754,-0.00016121281,0.0019289589,[99.38401442],blues
blues.00015.wav_seg2,220500,0.28625673,0.094212614,0.077655636,0.0027733734,1453.8298732958212,206664.86436790143,1737.8941671013915,79915.55743026592,3037.8803155814967,667308.957711099,0.06500031721287702,0.001546689211751412,1.8886639e-06,0.0029879028,-5.8216774e-05,0.0034764477,[99.38401442],blues
blues.00015.wav_seg3,220500,0.2426628,0.09219619,0.09249495,0.0031252727,1291.862159892898,104930.23446108564,1650.3849151126215,57970.91466281568,2710.5356592589906,702142.6041179348,0.05514179415603248,0.0008994464873343478,-9.565078e-06,0.0075180605,-3.6042584e-05,0.0016949367,[103.359375],blues
blues.00052.wav_seg1,220500,0.3278886,0.096134946,0.090235345,0.0026088713,1489.627148614487,448883.32881451276,1674.4784846684026,180256.50440949263,3125.2121927566704,2015506.1449749542,0.06832085629350348,0.0029901801670595717,-2.1059118e-06,0.0054562804,-3.9439907e-05,0.0030614557,[75.99954044],blues
blues.00052.wav_seg2,220500,0.32328174,0.09476998,0.08879176,0.002907623,1388.723191016042,348907.164950763,1700.502017330455,169123.65570213716,3076.79995649652,1729326.7237112494,0.06188823230858469,0.0024725707301267667,2.9071703e-06,0.0046444377,-6.569655e-06,0.0038990679,[75.99954044],blues
blues.00052.wav_seg3,220500,0.36756986,0.095393,0.117302336,0.0029617008,1454.2785889595536,538282.5091795796,1642.3765180301157,212765.38653008256,3011.9755224949245,2490819.8932008506,0.07083023673143851,0.003610891107370308,-2.3228667e-05,0.009479163,-5.1622417e-05,0.0037520127,[151.99908088],blues
blues.00086.wav_seg1,220500,0.35409564,0.09873532,0.10812148,0.0026990357,1388.6818309819846,874366.3593448818,1735.9827592088368,299930.616098324,2763.2945049666473,3875490.5164033743,0.05868211644431554,0.00428753158276746,-1.5080834e-05,0.008139611,-1.6564205e-05,0.0026279425,[123.046875],blues
blues.00086.wav_seg2,220500,0.37095845,0.09727089,0.12566783,0.0035405848,1385.0746667237343,778186.9295202771,1755.3885564053319,311182.78352082096,2838.211066650957,3709751.9057660457,0.05270491951856149,0.003106065488776875,-3.200795e-05,0.010977134,-2.8434022e-05,0.0034213765,[123.046875],blues
blues.00086.wav_seg3,220500,0.37175205,0.09136851,0.14067934,0.004233593,969.7684368309687,374867.3660513156,1419.9466376838761,329304.62031523767,1966.690891911978,2547816.2028574655,0.03494213130800464,0.0005212649506093465,-1.0757621e-05,0.015462472,-0.00010585753,0.0026659658,[123.046875],blues
blues.00091.wav_seg1,220500,0.4247699,0.094323896,0.10255452,0.0013504288,906.136751963488,424068.30107416667,1354.9343137700225,299621.6884342262,1767.2464676080338,2451755.201433013,0.029274216937354988,0.0004798912791396814,3.4457848e-06,0.00834986,-0.00011865976,0.0011873768,[61.5234375],blues
blues.00091.wav_seg2,220500,0.42128932,0.08994077,0.112514675,0.0009987206,1048.5642875297024,418692.76088577387,1401.6361741729409,277538.08271208213,2075.7308358106147,2343491.102872178,0.04115837079466357,0.0006537886422267805,5.7784596e-06,0.009259986,-0.00010832954,0.0015040585,[129.19921875],blues
blues.00091.wav_seg3,220500,0.42009082,0.093649775,0.08255996,0.0010543752,1023.586906808932,402784.2309586013,1438.4884897220882,207434.95484283127,1979.0812268887762,2020536.6139262181,0.037530814965197216,0.0007574812295176174,-1.7000004e-05,0.0053796363,-0.00013306078,0.0009870607,[61.5234375],blues
blues.00099.wav_seg1,220500,0.3924975,0.08762207,0.0977997,0.0043037077,1396.95292537479,158423.86946182483,1663.826623331908,86204.89083620171,2945.202608396172,771842.555960687,0.06319446962006961,0.0013689049690736106,0.0001463794,0.008279467,0.00060988223,0.0021092254,[92.28515625],blues
blues.00099.wav_seg2,220500,0.3625209,0.079858236,0.1046972,0.005402904,1569.476844969848,215022.80410461195,1765.365722851624,78573.26417677788,3294.8548637797276,936739.025926266,0.07689353429524362,0.0016105786501687798,0.00011108736,0.008736178,0.000652688,0.0029096524,[92.28515625],blues
blues.00099.wav_seg3,220500,0.36268768,0.08935109,0.11237353,0.0061839106,1651.1585101794528,271411.8677185358,1683.576203252392,143117.86449822606,3283.5386909077724,1326648.2811238617,0.08392999564965198,0.0017954737040904412,0.00019904795,0.010517656,0.0005422262,0.0027764475,[92.28515625],blues
blues.00087.wav_seg1,220500,0.31935063,0.09481251,0.15523681,0.0025872283,1379.3207174665351,541760.6854227181,1829.2210918715507,173513.18688685456,2890.5452436194896,2591938.190457876,0.0481359211861949,0.0017823115446097774,4.7036632e-05,0.018540459,-0.00010534214,0.0028659424,[172.265625],blues
blues.00087.wav_seg2,220500,0.3458455,0.09406009,0.17140074,0.0032394987,1425.3170333873386,276693.25162247143,1844.7886299161562,116117.70591548174,3012.7998794591067,1621919.8722455816,0.05024312101218097,0.0009180849545077489,5.3469284e-06,0.021110063,-6.901995e-05,0.004465812,[86.1328125],blues
blues.00087.wav_seg3,220500,0.34399456,0.09427646,0.14673914,0.0019864668,1525.2359591995,332719.2860338232,1941.6375959806303,146677.5787810783,3347.413865374855,2253946.668546839,0.054126712949535964,0.000762595652715082,-8.19322e-06,0.0147448685,-0.00010466846,0.0033449698,[86.1328125],blues
blues.00080.wav_seg1,220500,0.36675704,0.08594281,0.23964775,0.007911661,1778.6053606349697,174663.39404925483,1878.6926652405366,62630.62996643187,3671.1613276718385,856710.5999745213,0.09018022223027843,0.0011479519020637613,1.9774176e-05,0.032261014,0.0003217423,0.0154860625,[117.45383523],blues
blues.00080.wav_seg2,220500,0.37100846,0.09169429,0.24128468,0.008441498,1814.5150212975384,165366.60953749568,1912.6039940647584,53115.647142082955,3724.46974468895,817978.6251855701,0.08927843133700696,0.001190790317706728,2.5316205e-05,0.03691021,0.00013064659,0.013374847,[117.45383523],blues
blues.00080.wav_seg3,220500,0.36890256,0.08671715,0.24511693,0.006334712,1888.2732351626623,120785.80783224573,1904.7250494665002,48786.4827904151,3837.831317521027,616078.8163004668,0.10210629350348027,0.0011924156341831197,5.0472572e-05,0.036112968,0.00061511196,0.0130269155,[117.45383523],blues
blues.00078.wav_seg1,220500,0.40143543,0.08584253,0.262522,0.0031870548,2301.4599550627786,80982.40142090048,2191.2940599383605,31503.494860552146,4789.189215215342,497809.763713114,0.1225608595562645,0.0005621080280839748,1.5406855e-05,0.029751683,0.0014675994,0.015543126,[117.45383523],blues
blues.00078.wav_seg2,220500,0.4166509,0.082175255,0.2619702,0.0028710891,2312.760665717103,82347.46646819742,2222.5919135460526,28234.555046246598,4941.395487420244,440646.62941957195,0.12212355894721577,0.0005788072216040444,1.20979375e-05,0.028370535,0.0010918129,0.015802704,[123.046875],blues
blues.00078.wav_seg3,220500,0.42169026,0.07962315,0.24843764,0.0021318202,2387.7522217202645,102553.74065900547,2269.061842028838,29346.653959989584,5104.218478103248,454246.9309402266,0.12623713022041763,0.0005498381956442185,-2.6184955e-06,0.02377037,0.0008259029,0.01544791,[123.046875],blues
blues.00035.wav_seg1,220500,0.25734654,0.09393373,0.18147285,0.003849811,1543.5054555708032,457579.46836324903,2067.5902290747617,240276.05562641905,3300.3255963602087,4447484.022860486,0.04831152117169374,0.0005784220318694629,1.5180322e-05,0.03032841,1.1721207e-05,0.002203191,[129.19921875],blues
blues.00035.wav_seg2,220500,0.29538798,0.09654832,0.1781861,0.00312122,1557.507019297391,461438.141551137,2146.9766852355533,259284.52046751344,3649.9778517437644,4101824.0104063037,0.04582366589327146,0.0007227733313741163,3.0832032e-06,0.027885545,5.365266e-06,0.0017803082,[135.99917763],blues
blues.00035.wav_seg3,220500,0.31607366,0.0995537,0.15980844,0.002822772,1418.6207472148628,312190.5525590024,2074.995620571218,237707.03819991558,3257.8087614196634,3928555.7001150036,0.04186983396171694,0.0003929143368810559,-8.886762e-06,0.021177188,-3.685681e-06,0.0022797773,[129.19921875],blues
blues.00051.wav_seg1,220500,0.40442234,0.083251715,0.19373083,0.0015385475,1929.8736086047077,95511.4187929013,1887.9740658264445,56471.385398009035,3806.855480079031,477577.0958211747,0.10635014863689095,0.0009360864537333676,-2.4649873e-05,0.017299365,-7.3240975e-05,0.009074365,[99.38401442],blues
blues.00051.wav_seg2,220500,0.42074394,0.08023748,0.20075253,0.0018573839,1904.2806407306705,90195.74212558384,1884.5380955450128,48438.84184132228,3789.3441397186775,450007.05436209874,0.1031304379350348,0.0007425382278595741,1.6040247e-05,0.01857861,-2.7262111e-05,0.00965385,[99.38401442],blues
blues.00051.wav_seg3,220500,0.35679835,0.090346806,0.1948769,0.0017227778,2096.208043023904,204887.67302017554,2010.0298142656766,106892.56602705306,4231.898926914153,1031720.2550504551,0.1097715160962877,0.001160988828290743,1.22260535e-05,0.018603148,-5.158455e-05,0.008819453,[99.38401442],blues
blues.00040.wav_seg1,220500,0.38165158,0.08306367,0.1357855,0.0008484746,2343.8209830045516,206770.88299278534,2385.0166763145357,62089.95234889929,5214.482467191126,667574.2936015938,0.10337741081786543,0.0009314994338257453,-0.0024330304,0.008509106,-0.0042582084,0.0042868704,[117.45383523],blues
blues.00040.wav_seg2,220500,0.40477148,0.08090965,0.13604747,0.00081237755,2214.089132402401,174024.10450967774,2315.186300135658,42942.03987896516,4964.127755220417,500154.82877201436,0.09468917669663574,0.001467791330132775,-0.0023072383,0.008172553,-0.0043175872,0.0044261008,[172.265625],blues
blues.00040.wav_seg3,220500,0.40959555,0.077203214,0.13214897,0.00070783705,2259.698811260635,219007.1916404186,2370.485988590722,43334.05326976649,5144.362164207511,552445.6360523,0.09446372897331787,0.0016794244088758539,-0.0023999072,0.0076861554,-0.0042733517,0.0042353007,[112.34714674],blues
blues.00007.wav_seg1,220500,0.32099473,0.09389461,0.11526975,0.0042879246,1343.1118640023788,329019.27952163457,1536.8161671474325,145922.9501460429,2733.8174983686195,1218458.9571124495,0.056027724405452436,0.0012652126795476995,6.9010057e-06,0.010734162,-3.836512e-05,0.0032776664,[92.28515625],blues
blues.00007.wav_seg2,220500,0.29146326,0.093164,0.14285338,0.006628166,1330.6701183196583,285976.27827140276,1541.1990314888833,156918.84872084676,2804.6872167742167,1321541.098150109,0.05135449898491879,0.000631701890363448,3.0073625e-05,0.015425437,-4.0685216e-05,0.005685981,[92.28515625],blues
blues.00007.wav_seg3,220500,0.30744073,0.08983893,0.13681631,0.0052522,1684.4042348202167,653421.0525843975,1659.8898116781083,191919.8726995887,3339.5949644721577,2127689.2870877557,0.07639505691705337,0.0032517467219516866,2.075541e-05,0.013605411,-6.1660015e-05,0.0054795514,[95.703125],blues
blues.00032.wav_seg1,220500,0.26822007,0.098522834,0.11684859,0.004190418,1039.9689954612186,317707.03193722473,1707.0776254380346,158025.9125457855,1872.2395682279582,2000290.8926566746,0.028929814385150812,0.0009839797164862207,-7.787261e-06,0.016268231,-6.879631e-06,0.00046434306,[112.34714674],blues
